loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr
0.13873210549354553,0.9593750238418579,0.9970756769180298,0.07898750901222229,0.9750000238418579,0.9991388916969299,0.001
0.1262103021144867,0.9581249952316284,0.9980849623680115,0.07494271546602249,0.9746666550636292,0.999017059803009,0.001
0.1595771759748459,0.9537500143051147,0.996520459651947,0.07775089889764786,0.9763333201408386,0.9993250966072083,0.001
0.13339047133922577,0.9637500047683716,0.9974021911621094,0.06942911446094513,0.9778333306312561,0.9992872476577759,0.001
0.14149674773216248,0.9624999761581421,0.9964853525161743,0.0740818902850151,0.9766666889190674,0.9985830783843994,0.001
0.1060258224606514,0.9668750166893005,0.9977757334709167,0.0711221769452095,0.9763333201408386,0.9990963339805603,0.001
0.11066911369562149,0.9674999713897705,0.9983317852020264,0.07136080414056778,0.9773333072662354,0.9988673329353333,0.001
0.11705460399389267,0.9612500071525574,0.9979947805404663,0.06824053823947906,0.9779999852180481,0.998893141746521,0.001
0.13742408156394958,0.9593750238418579,0.9971685409545898,0.06571033596992493,0.9786666631698608,0.9990551471710205,0.001
0.10172209143638611,0.965624988079071,0.998210608959198,0.06793338805437088,0.9778333306312561,0.9989507794380188,0.001
0.11348817497491837,0.9643750190734863,0.9970904588699341,0.06420426815748215,0.9788333177566528,0.9993364810943604,0.001
0.0996076688170433,0.9693750143051147,0.9982125759124756,0.06741239130496979,0.9788333177566528,0.9987353086471558,0.001
0.1278768926858902,0.9637500047683716,0.9972003698348999,0.06461823731660843,0.9801666736602783,0.999318540096283,0.001
0.09963241219520569,0.971875011920929,0.9975337386131287,0.058238692581653595,0.9806666374206543,0.9993762373924255,0.001
0.15682511031627655,0.9581249952316284,0.9959195852279663,0.062183257192373276,0.9798333048820496,0.9995023608207703,0.001
0.1078314557671547,0.9674999713897705,0.9981215596199036,0.057735346257686615,0.9816666841506958,0.9994558095932007,0.001
0.11295123398303986,0.9681249856948853,0.9977309107780457,0.05655044689774513,0.981333315372467,0.9995474219322205,0.001
0.11793918907642365,0.965624988079071,0.9974613785743713,0.060000449419021606,0.9808333516120911,0.9994537830352783,0.001
0.11417312920093536,0.9631249904632568,0.9977137446403503,0.06506312638521194,0.9798333048820496,0.9991430044174194,0.001
0.08029470592737198,0.9762499928474426,0.9996077418327332,0.06538370996713638,0.9788333177566528,0.9988853335380554,0.001
1.993834376335144,0.2893750071525574,0.7253303527832031,1.194575309753418,0.6468518376350403,0.9401988983154297,0.001
1.0056666135787964,0.6712499856948853,0.9436872005462646,0.5050364136695862,0.8485184907913208,0.9868578314781189,0.001
0.6244543194770813,0.7918750047683716,0.9769799709320068,0.3492591381072998,0.9044444561004639,0.9926950335502625,0.001
0.4339537024497986,0.8531249761581421,0.9876425862312317,0.259633332490921,0.928518533706665,0.9947781562805176,0.001
0.4068736732006073,0.8712499737739563,0.9878860116004944,0.2251073569059372,0.9357407689094543,0.9960089921951294,0.001
0.3460618853569031,0.8918750286102295,0.9906255602836609,0.19143715500831604,0.9479629397392273,0.9968587756156921,0.001
0.3404161334037781,0.8999999761581421,0.9909725189208984,0.19122309982776642,0.9472222328186035,0.9962841272354126,0.001
0.32583916187286377,0.8974999785423279,0.9906858205795288,0.1510239839553833,0.9577777981758118,0.9978031516075134,0.001
0.2425856590270996,0.9193750023841858,0.9940803647041321,0.16696737706661224,0.9472222328186035,0.9976394176483154,0.001
0.27509772777557373,0.9181249737739563,0.9931676387786865,0.1449018269777298,0.9568518400192261,0.997948944568634,0.001
0.26364922523498535,0.9181249737739563,0.9941898584365845,0.1457606852054596,0.9544444680213928,0.9979270100593567,0.001
0.22127977013587952,0.9287499785423279,0.9953195452690125,0.15455859899520874,0.9507407546043396,0.9975124001502991,0.001
0.22425393760204315,0.9293749928474426,0.9958125948905945,0.14848695695400238,0.9548147916793823,0.9974187016487122,0.001
0.21408683061599731,0.9293749928474426,0.9965882301330566,0.11391190439462662,0.9657407402992249,0.9980747699737549,0.001
0.19851459562778473,0.9356250166893005,0.9960877895355225,0.11520938575267792,0.9679629802703857,0.9979977011680603,0.001
0.1870718002319336,0.9431250095367432,0.9964239001274109,0.11195968091487885,0.9649999737739563,0.9980854392051697,0.001
0.21338093280792236,0.9325000047683716,0.9952062368392944,0.10900739580392838,0.9681481719017029,0.9986613392829895,0.001
0.15141576528549194,0.9487500190734863,0.9975135922431946,0.12747006118297577,0.962592601776123,0.9972252249717712,0.001
0.18781928718090057,0.9431250095367432,0.9960141777992249,0.1094532161951065,0.9687036871910095,0.9982706904411316,0.001
0.18375356495380402,0.9456250071525574,0.9965077638626099,0.11218683421611786,0.9670370221138,0.9982519745826721,0.001
2.0194995403289795,0.2956250011920929,0.7136914730072021,1.1529622077941895,0.7609999775886536,0.9650721549987793,0.001
0.9830276966094971,0.6637499928474426,0.9472436904907227,0.4948046803474426,0.871833324432373,0.9901607036590576,0.001
0.6262108087539673,0.8012499809265137,0.9761073589324951,0.34034448862075806,0.8964999914169312,0.9940081238746643,0.001
0.43492811918258667,0.8550000190734863,0.9880577921867371,0.2434586137533188,0.9294999837875366,0.996300220489502,0.001
0.4268583655357361,0.8643749952316284,0.9866874814033508,0.22322975099086761,0.9351666569709778,0.9967612028121948,0.001
0.32646647095680237,0.887499988079071,0.9931455850601196,0.15980517864227295,0.9551666378974915,0.9976193904876709,0.001
0.2709009051322937,0.9112499952316284,0.9936449527740479,0.17834234237670898,0.9451666474342346,0.9970263242721558,0.001
0.3115440309047699,0.9024999737739563,0.9919199347496033,0.14662806689739227,0.9595000147819519,0.9974656105041504,0.001
0.2806921899318695,0.9143750071525574,0.9938347935676575,0.14497947692871094,0.9586666822433472,0.9974410533905029,0.001
0.27429845929145813,0.9225000143051147,0.9916512966156006,0.12477264553308487,0.9639999866485596,0.9979642033576965,0.001
0.24080316722393036,0.9275000095367432,0.993881344795227,0.13980375230312347,0.9576666951179504,0.9981582760810852,0.001
0.22530598938465118,0.925000011920929,0.9959448575973511,0.12260366976261139,0.9651666879653931,0.9978341460227966,0.001
0.22510948777198792,0.9318749904632568,0.9940846562385559,0.1128552034497261,0.965666651725769,0.9981884956359863,0.001
0.19011135399341583,0.9368749856948853,0.9967384934425354,0.10997007042169571,0.9674999713897705,0.997967541217804,0.001
0.19755396246910095,0.9399999976158142,0.9950594305992126,0.0991549864411354,0.9706666469573975,0.9983264803886414,0.001
0.17116029560565948,0.9462500214576721,0.9971046447753906,0.10210934281349182,0.9704999923706055,0.9983072876930237,0.001
0.19178982079029083,0.9449999928474426,0.9957519769668579,0.10056751221418381,0.9698333144187927,0.9988222718238831,0.001
0.1606336236000061,0.9568750262260437,0.9961268305778503,0.09360798448324203,0.9736666679382324,0.9983747005462646,0.001
0.18404646217823029,0.9468749761581421,0.9963610172271729,0.09360236674547195,0.9723333120346069,0.9984651803970337,0.001
0.20031984150409698,0.9481250047683716,0.9955165982246399,0.0884670838713646,0.9723333120346069,0.9989632368087769,0.001
1.9508548974990845,0.3356249928474426,0.7381791472434998,1.1231886148452759,0.7151666879653931,0.959983229637146,0.001
1.0409044027328491,0.6431249976158142,0.9386624693870544,0.5091379284858704,0.8665000200271606,0.989406943321228,0.001
0.6649134159088135,0.7649999856948853,0.974438488483429,0.351701945066452,0.9066666960716248,0.9935146570205688,0.001
0.5056471824645996,0.831250011920929,0.9839781522750854,0.31834670901298523,0.9023333191871643,0.9937596321105957,0.001
0.4224870204925537,0.8637499809265137,0.9876005053520203,0.22544467449188232,0.9348333477973938,0.9959470629692078,0.001
0.38338324427604675,0.8799999952316284,0.9877288937568665,0.23615649342536926,0.9276666641235352,0.9959611296653748,0.001
0.32328614592552185,0.8956249952316284,0.992365837097168,0.1872190535068512,0.9434999823570251,0.9961678981781006,0.001
